,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_radj,pl_ttvflag,pl_kepflag,pl_k2flag,ra,dec,st_dist,st_optmag,gaia_gmag,st_teff,st_mass,st_rad,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_rade,pl_rads,pl_trandur,pl_tranmid,pl_ratror,pl_mnum,pl_st_npar,pl_st_nref,st_rah,st_glon,st_glat,st_elon,st_elat,gaia_plx,gaia_dist,st_pmra,st_pmdec,st_pm,gaia_pmra,gaia_pmdec,gaia_pm,st_logg,st_metfe,st_j,st_h,st_k,st_wise1,st_wise2,st_wise3,st_wise4,st_jmh2,st_hmk2,st_jmk2
2059,0,1,6.98471973,,0.09300000000000001,0,1,0,289.073975,40.366015000000004,539.0,13.382,13.335,5876.0,1.05,1.06,1,0,0,0.0,0,0,,1.04,0.01,0.11345999999999999,2454968.99535,0.00852,0,24,10,19.27159832,71.961962,12.821982,301.706499,61.722038,2.14,467.13,-0.3,-2.7,2.7,-1.8,-3.1,3.6,4.4,0.05,12.197000000000001,11.889000000000001,11.8,11.749,11.769,12.009,9.304,0.308,0.08900000000000001,0.397
2060,0,1,6.30560247,,0.10099999999999999,0,1,0,292.955275,47.573105,543.0,15.056,15.057,4862.0,0.78,0.74,1,0,0,0.0,0,0,,1.13,0.01,0.10282999999999999,2454964.53113,0.01384,0,24,10,19.53035167,79.875262,13.375318,313.595689,67.56866,1.93,517.56,-3.6,-14.2,14.6,-3.6,-14.2,14.6,4.6,0.0,13.491,12.936,12.862,12.79,12.85,13.123,9.551,0.555,0.07400000000000001,0.629
2061,0,1,1.45088691,,0.09300000000000001,0,1,0,288.302,47.775555,1016.0,15.369000000000002,15.328,5545.0,0.9,0.86,1,0,0,0.0,0,0,,1.04,0.01,0.07421,2454965.2303299997,0.01107,0,24,10,19.22013333,78.738628,16.316148000000002,305.965957,68.940884,0.91,1096.87,15.4,6.4,16.6,15.4,6.4,16.6,4.53,-0.13,14.157,13.784,13.655,13.702,13.729000000000001,13.032,9.551,0.373,0.129,0.502
2062,0,1,0.84990789,,0.075,0,1,0,293.288009,43.514988,466.0,15.22,15.248,4584.0,0.75,0.7,1,0,0,0.0,0,0,,0.84,0.008,0.045521,2454964.67178,0.01068,0,20,9,19.55253393,76.25535,11.369813,310.368289,63.726493999999995,2.7,370.61,4.7,-12.1,13.0,4.7,-12.1,13.0,4.63,0.11,13.439,12.855,12.744000000000002,12.585999999999999,12.614,12.402999999999999,9.51,0.584,0.111,0.695
2063,0,2,16.709184,0.111,0.18899999999999997,0,1,0,284.032244,39.781348,351.0,14.427,14.417,4623.0,,0.62,1,0,0,0.0,0,0,0.316,2.12,0.019,0.1152,2455007.75561,,0,40,13,18.93548296,69.82044499999999,16.127079000000002,293.452384,62.082939,3.14,318.06,24.8,48.1,54.1,24.3,43.1,49.5,4.66,,12.722000000000001,12.138,12.057,11.985999999999999,12.054,12.172,8.866,0.584,0.081,0.665
2064,0,2,28.551383,0.158,0.17,0,1,0,284.032244,39.781348,351.0,14.427,14.417,4623.0,,0.62,1,0,0,0.0,0,0,0.45,1.9,0.017,0.177,2455018.47678,,0,40,14,18.93548296,69.82044499999999,16.127079000000002,293.452384,62.082939,3.14,318.06,24.8,48.1,54.1,24.3,43.1,49.5,4.66,,12.722000000000001,12.138,12.057,11.985999999999999,12.054,12.172,8.866,0.584,0.081,0.665
2065,0,1,56.6449279,,0.188,0,1,0,285.968722,41.363559,872.0,12.561,12.575999999999999,6228.0,1.47,2.15,1,0,0,0.0,0,0,,2.11,0.019,0.62829,2454971.7829,0.00908,0,24,11,19.06458147,71.923738,15.372963,297.351825,63.29446899999999,0.97,1031.5,-1.5,-3.2,3.5,-0.2,-7.5,7.5,3.94,0.12,11.584000000000001,11.298,11.254000000000001,11.196,11.224,11.408,9.184,0.28600000000000003,0.044000000000000004,0.33
2066,0,1,6.28385491,,0.071,0,1,0,287.371261,39.603581,443.0,12.4,12.353,6022.0,1.12,1.23,1,0,0,0.0,0,0,,0.8,0.006999999999999999,0.17182999999999998,2454966.19997,0.0056700000000000006,0,24,10,19.15808407,70.694165,13.694073999999999,298.64745600000003,61.326435,2.0,500.23,10.5,17.6,20.5,9.9,9.3,13.6,4.31,0.07,11.331,11.106,11.025,10.985999999999999,11.033,11.249,9.009,0.225,0.081,0.306
2067,0,1,4.83817712,,0.133,0,1,0,289.37665,41.158613,112.0,17.058,16.414,3208.0,0.28,0.3,1,0,0,0.0,0,0,,1.49,0.013999999999999999,0.0525,2454968.1468,0.04473,0,18,9,19.29177669,72.798562,12.947168,302.649753,62.418891,12.65,79.07,-18.0,-118.0,119.4,-20.8,-119.9,121.7,4.93,0.48,13.285,12.694,12.435,,,,,0.591,0.259,0.85
2068,0,1,9.32807355,,0.054000000000000006,0,1,0,286.386934,47.016628000000004,357.0,12.897,12.841,5645.0,0.94,0.91,1,0,0,0.0,0,0,,0.6,0.005,0.16399999999999998,2454965.8532,0.0059,0,24,10,19.09246227,77.495207,17.232139,301.89142000000004,68.649051,2.45,408.69,2.2,-24.5,24.6,2.2,-24.5,24.6,4.49,-0.07,11.693,11.329,11.279000000000002,11.21,11.258,11.264000000000001,9.462,0.364,0.05,0.414
2069,0,1,13.399709900000001,,0.14400000000000002,0,1,0,287.762683,43.274429,1325.0,14.924000000000001,14.884,6069.0,1.1,1.13,1,0,0,0.0,0,0,,1.61,0.015,0.14717,2454964.84744,0.01251,0,24,10,19.18417887,74.283781,14.903438000000001,301.42859,64.787578,0.68,1476.59,0.9,-9.3,9.3,0.9,-9.3,9.3,4.37,0.0,13.921,13.642000000000001,13.524000000000001,13.494000000000002,13.547,12.37,9.432,0.27899999999999997,0.11800000000000001,0.397
2070,0,1,3.5827462999999997,,0.16,0,1,0,296.159005,44.563114,1269.0,15.965,15.977,5538.0,0.94,0.91,1,0,0,0.0,0,0,,1.79,0.016,0.06421,2454967.94912,0.0181,0,24,10,19.74393367,78.173209,10.025944,315.5983,63.918724,1.03,969.44,-5.2,-8.7,10.1,-5.2,-8.7,10.1,4.5,0.08,14.565999999999999,14.155999999999999,14.125,13.856,13.925999999999998,13.359000000000002,9.722999999999999,0.41,0.031,0.441
2071,0,1,15.6049212,,0.136,0,1,0,298.202609,44.925827000000005,864.0,13.095999999999998,13.056,6681.0,1.45,1.75,1,0,0,0.0,0,0,,1.52,0.013999999999999999,0.18837,2454964.9938,0.00847,0,24,10,19.88017393,79.20908100000001,8.933095,318.931377,63.652275,1.78,561.49,6.0,4.6,7.6,6.0,4.6,7.6,4.12,0.06,11.964,11.713,11.642999999999999,11.591,11.638,10.651,8.227,0.251,0.07,0.321
2072,0,1,9.4060467,,0.11900000000000001,0,1,0,292.67772599999995,49.663909999999994,907.0,14.09,14.032,5933.0,1.08,1.22,1,0,0,0.0,0,0,,1.33,0.012,0.21504,2454970.7175,0.00953,0,24,10,19.511848399999998,81.739315,14.438931,315.558336,69.541298,0.95,1057.69,0.6,-6.6,6.7,0.6,-6.6,6.7,4.3,0.07,12.957,12.705,12.632,12.579,12.671,12.725,9.709,0.252,0.073,0.325
2073,0,1,7.84931739,,0.068,0,1,0,288.232715,48.002178,658.0,13.857999999999999,13.821,5817.0,0.96,0.99,1,0,0,0.0,0,0,,0.76,0.006999999999999999,0.15567,2454967.87654,0.007209999999999999,0,24,10,19.21551433,78.938199,16.445979,306.065278,69.16948000000001,1.05,949.35,3.6,3.1,4.7,3.6,3.1,4.7,4.43,-0.14,12.765999999999998,12.456,12.383,12.360999999999999,12.415,12.255,9.597000000000001,0.31,0.073,0.38299999999999995
2074,0,1,0.99166527,,0.09699999999999999,0,1,0,294.441792,40.571686,1418.0,14.978,14.965,6166.0,1.18,1.25,1,0,0,0.0,0,0,,1.09,0.01,0.09908,2454964.53504,0.008140000000000001,0,22,9,19.629452800000003,73.99891,9.255828,309.911275,60.6685,0.63,1579.38,-3.4,-8.9,9.5,-3.4,-8.9,9.5,4.32,0.08,13.859000000000002,13.549000000000001,13.544,13.456,13.548,12.634,9.208,0.31,0.005,0.315
2075,0,2,10.139623,0.08199999999999999,0.212,1,1,0,297.07017,40.868784000000005,397.0,14.902000000000001,14.888,4625.0,,0.66,1,0,0,0.0,0,0,0.207,2.38,0.022000000000000002,0.1122,2455011.44948,,0,49,14,19.80467803,75.22982900000001,7.651478,313.906901,60.248417,2.65,377.79,5.8,-20.0,20.8,7.6,-13.3,15.3,4.65,,13.104000000000001,12.53,12.357000000000001,12.272,12.373,12.491,9.093,0.574,0.17300000000000001,0.747
2076,0,2,43.595791999999996,0.218,0.304,1,1,0,297.07017,40.868784000000005,397.0,14.902000000000001,14.888,4625.0,,0.66,1,0,0,0.0,0,0,0.5489999999999999,3.41,0.031,0.2147,2455027.54523,,0,47,13,19.80467803,75.22982900000001,7.651478,313.906901,60.248417,2.65,377.79,5.8,-20.0,20.8,7.6,-13.3,15.3,4.65,,13.104000000000001,12.53,12.357000000000001,12.272,12.373,12.491,9.093,0.574,0.17300000000000001,0.747
2077,0,1,7.61760804,,0.102,0,1,0,291.40781200000004,48.017891,900.0,14.11,14.077,6053.0,1.11,1.16,1,0,0,0.0,0,0,,1.14,0.01,0.14495999999999998,2454970.4959,0.00928,0,24,10,19.42718747,79.834057,14.505294000000001,311.529937,68.39259,1.27,788.62,14.4,1.0,14.4,14.4,1.0,14.4,4.35,0.03,13.025,12.724,12.693,12.459000000000001,12.502,12.635,9.254,0.301,0.031,0.332
2078,0,1,8.18504949,,0.113,0,1,0,296.516659,44.608608000000004,1090.0,14.686,14.658,6082.0,1.1,1.16,1,0,0,0.0,0,0,,1.27,0.012,0.17557999999999999,2454967.55375,0.009559999999999999,0,22,9,19.76777727,78.33726899999999,9.823864,316.169939,63.858263,0.68,1478.62,0.2,1.7,1.7,0.2,1.7,1.7,4.35,0.01,13.509,13.198,13.107000000000001,13.083,13.181,13.124,9.315,0.311,0.091,0.402
2079,0,1,3.05710069,,0.13699999999999998,0,1,0,293.850646,38.397749,1349.0,14.802999999999999,14.786,6213.0,1.18,1.28,1,0,0,0.0,0,0,,1.54,0.013999999999999999,0.14679,2454967.50105,0.01128,0,24,10,19.59004307,71.838196,8.640676,307.662419,58.758247999999995,0.58,1717.89,0.1,-3.6,3.6,-3.0,-3.8,4.8,4.29,0.04,13.697000000000001,13.388,13.345,13.347000000000001,13.378,12.604000000000001,8.822000000000001,0.309,0.043,0.35200000000000004
2080,0,1,174.509835,,0.28300000000000003,1,1,0,300.48818,44.46067,755.0,15.873,15.884,4995.0,0.81,0.77,1,0,0,0.0,0,0,,3.17,0.028999999999999998,0.29575,2455034.47267,0.03845,0,49,11,20.03254533,79.635896,7.296788,321.729366,62.532644999999995,1.54,649.83,1.9,2.4,3.1,1.9,2.4,3.1,4.59,0.02,14.187999999999999,13.675,13.452,,,,,0.513,0.223,0.736
2081,0,1,2.71603809,,0.095,0,1,0,293.62309,47.961914,1100.0,14.800999999999998,14.741,5946.0,1.06,1.08,1,0,0,0.0,0,0,,1.06,0.01,0.07746,2454965.3591299998,0.00942,0,24,10,19.57487267,80.436198,13.141757,315.093533,67.73697299999999,1.0,1004.8,-2.9,-0.2,2.9,-2.9,-0.2,2.9,4.39,0.03,13.649000000000001,13.344000000000001,13.322000000000001,13.269,13.280999999999999,12.724,9.013,0.305,0.022000000000000002,0.327
2082,0,1,4.56380468,,0.11,0,1,0,285.722721,43.009479999999996,841.0,15.448,15.401,5203.0,0.84,0.8,1,0,0,0.0,0,0,,1.23,0.011000000000000001,0.0967,2454965.2627,0.013590000000000001,0,24,10,19.048181399999997,73.430739,16.172386,297.886056,64.933959,1.16,865.69,3.0,4.4,5.3,3.0,4.4,5.3,4.56,-0.02,14.04,13.609000000000002,13.527000000000001,13.536,13.59,12.984000000000002,9.068,0.431,0.08199999999999999,0.513
2083,0,1,66.373379,,0.17,0,1,0,285.557511,49.330073999999996,1166.0,15.37,15.366,5706.0,0.95,0.92,1,0,0,0.0,0,0,,1.9,0.017,0.46587,2455007.0161,0.018940000000000002,0,28,11,19.0371674,79.55819100000001,18.575403,302.505002,71.018266,0.44,2295.01,-1.8,2.7,3.2,-1.8,2.7,3.2,4.49,-0.11,14.25,13.860999999999999,13.825999999999999,13.788,13.88,12.517000000000001,9.247,0.389,0.035,0.424
2084,0,1,2.94654179,,0.095,0,1,0,288.163973,42.481083,1255.0,14.144,14.115,6377.0,1.25,1.39,1,0,0,0.0,0,0,,1.06,0.01,0.1367,2454965.41542,0.007109999999999999,0,24,10,19.21093153,73.654574,14.315935000000001,301.560374,63.94341,0.79,1265.57,-1.2,-8.2,8.3,-1.2,-8.2,8.3,4.24,0.02,13.241,12.965,12.927,12.902999999999999,12.93,12.495,8.743,0.276,0.038,0.314
2085,0,1,4.34195123,,0.085,0,1,0,288.469102,46.78368,734.0,13.874,13.814,5940.0,1.07,1.09,1,0,0,0.0,0,0,,0.95,0.009000000000000001,0.11233,2454967.18495,0.00806,0,24,10,19.23127347,77.83274200000001,15.827335999999999,305.332894,67.969984,1.58,631.1,1.5,-8.9,9.1,1.5,-8.9,9.1,4.39,0.04,12.734000000000002,12.444,12.42,12.334000000000001,12.363,12.011,9.115,0.29,0.024,0.314
2086,0,1,122.363553,,0.145,0,1,0,286.220889,41.151251,1004.0,14.945,14.902000000000001,5767.0,0.99,0.99,1,0,0,0.0,0,0,,1.62,0.015,0.3883,2454967.3327,0.01466,0,28,11,19.08139262,71.79763,15.115656,297.644169,63.042281,0.72,1380.89,-1.2,-5.2,5.3,-3.0,-7.6,8.2,4.45,0.02,13.735,13.386,13.360999999999999,13.327,13.34,12.333,9.267000000000001,0.349,0.025,0.374
2087,0,1,228.77599999999998,0.7048,0.754,1,1,0,289.07571,51.757439,61.0,11.762,11.747,4450.0,0.69,0.65,1,1,0,0.0,0,1,11.6,8.449,0.077,,2455212.12316,,0,24,12,19.271714000000003,82.78556400000001,17.366238,312.045501,72.418494,13.29,75.25,14.0,-48.6,50.6,14.0,-48.6,50.6,4.65,-0.3,9.815,9.137,8.996,8.902000000000001,8.953,8.826,8.689,0.6779999999999999,0.141,0.8190000000000001
2088,0,2,4.3094269999999995,0.05,0.13699999999999998,0,1,0,287.773581,42.869285999999995,841.0,14.619000000000002,14.616,5857.0,,0.88,1,0,0,0.0,0,0,0.0595,1.54,0.013999999999999999,0.1259,2454967.0325700003,,0,40,13,19.184905399999998,73.902664,14.734748000000002,301.17922400000003,64.396736,1.04,962.92,3.5,-5.2,6.3,3.5,-5.2,6.3,4.51,,13.46,13.100999999999999,13.052,13.020999999999999,13.035,12.829,8.76,0.359,0.049,0.408
2089,0,2,13.699086999999999,0.109,0.322,1,1,0,287.773581,42.869285999999995,841.0,14.619000000000002,14.616,5857.0,,0.88,1,0,0,0.0,0,0,0.13,3.61,0.033,0.2003,2455004.48747,,0,38,12,19.184905399999998,73.902664,14.734748000000002,301.17922400000003,64.396736,1.04,962.92,3.5,-5.2,6.3,3.5,-5.2,6.3,4.51,,13.46,13.100999999999999,13.052,13.020999999999999,13.035,12.829,8.76,0.359,0.049,0.408
2090,0,1,386.370548,,0.27899999999999997,0,1,0,291.399384,38.787752000000005,992.0,15.825,15.814,5214.0,0.86,0.82,1,0,0,0.0,0,0,,3.13,0.028999999999999998,0.4562,2455285.8748,0.03481,0,22,9,19.42662561,71.302183,10.523019,304.316221,59.703419,0.94,1061.11,-1.6,4.3,4.6,0.7,3.9,4.0,4.55,0.07,14.350999999999999,13.902999999999999,13.895999999999999,13.852,13.884,12.741,9.3,0.44799999999999995,0.006999999999999999,0.455
2091,0,1,2.20921951,,0.073,0,1,0,285.512943,38.079747999999995,660.0,13.764000000000001,13.677999999999999,5869.0,1.04,1.07,1,0,0,0.0,0,0,,0.82,0.008,0.1138,2454964.90843,0.007390000000000001,0,24,10,19.0341962,68.656052,14.406559,295.044967,60.177358,1.52,656.65,0.0,14.0,14.0,-1.8,13.5,13.6,4.4,0.05,12.602,12.311,12.216,12.187000000000001,12.235999999999999,12.061,9.234,0.29100000000000004,0.095,0.386
2092,0,1,11.17931605,,0.12,0,1,0,293.58085800000003,40.427478,815.0,13.352,13.300999999999998,6296.0,1.22,1.36,1,0,0,0.0,0,0,,1.34,0.012,0.12679,2454964.6405,0.008620000000000001,0,24,10,19.57205717,73.560847,9.768391000000001,308.550993,60.748999999999995,1.56,641.44,-4.3,15.4,16.0,2.7,10.0,10.4,4.25,0.02,12.386,12.1,12.06,11.994000000000002,12.045,11.765999999999998,8.984,0.28600000000000003,0.04,0.326
2093,0,1,2.27163926,,0.115,0,1,0,295.32984300000004,42.534966,1751.0,15.332,15.34,6241.0,1.21,1.31,1,0,0,0.0,0,0,,1.29,0.012,0.16846,2454964.82792,0.00873,0,24,10,19.6886562,76.0719,9.593373,312.65697,62.274069999999995,0.34,2936.55,-1.0,-0.4,1.1,-1.0,-0.4,1.1,4.28,0.07,14.190999999999999,13.927999999999999,13.84,13.831,13.911,12.915999999999999,9.254,0.263,0.08800000000000001,0.35100000000000003
2094,0,1,0.68368426,,0.126,0,1,0,285.410633,44.412212,562.0,14.915,14.899000000000001,4976.0,0.81,0.76,1,0,0,0.0,0,0,,1.41,0.013000000000000001,0.041638,2454964.660402,0.016909999999999998,0,22,9,19.02737553,74.699732,16.906364,298.238422,66.347264,1.82,549.72,2.7,-0.5,2.7,2.7,-0.5,2.7,4.59,0.02,13.389000000000001,12.924000000000001,12.821,12.722999999999999,12.817,12.994000000000002,9.046,0.465,0.10300000000000001,0.568
